Index,Standing screen display size,Screen Resolution,Max Screen Resolution,Processor,RAM,Memory Speed,Hard Drive,Graphics Coprocessor,Chipset Brand,Card Description,Graphics Card Ram Size,Wireless Type,Number of USB 3.0 Ports,Average Battery Life (in hours),Brand,Series,Item model number,Hardware Platform,Operating System,Item Weight,Product Dimensions,Item Dimensions  LxWxH,Color,Processor Brand,Number of Processors,Computer Memory Type,Flash Memory Size,Hard Drive Interface,Optical Drive Type,Voltage,Batteries,Power Source,Number of USB 2.0 Ports,Hard Drive Rotational Speed,National Stock Number,Rear Webcam Resolution,Package Dimensions,Audio-out Ports (#),Manufacturer,Language,ASIN,Date First Available,Department,Is Discontinued By Manufacturer,Country of Origin,Cover Material,Number of Items,Ruling,Sheet Size,Manufacturer Part Number,Part Number,Size,Style,Wattage,Item Package Quantity,Display Style,Special Features,Usage,Included Components,Batteries Included?,Batteries Required?,Battery Cell Type,Warranty Description,Price($)
2739,‎1,,,‎3.2 GHz apple_ci7,,‎2666 MHz,‎SSD,‎Intel UHD Graphics 630,‎Intel,‎Dedicated,‎1,"‎802.11n, 802.11b, 802.11g",‎6,,‎HP,‎5DU88UT#ABA,‎5DU88UT,,‎Windows 10 Pro,‎12.13 pounds,‎15 x 13.3 x 3.9 inches,‎15 x 13.3 x 3.9 inches,‎Black,‎Intel,‎6,‎DDR4 SDRAM,‎16 GB,‎PCIE x 4,‎DVD-Writer,,,‎Corded Electric,‎2,‎1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,934.15
2740,‎14 Inches,‎1920 x 1080 pixels,‎1920 x 1080 Pixels,‎1 GHz core_i5_1035g1,‎8 GB DDR4,‎3200 MHz,‎128 GB SSD,‎Intel Integrated Graphics,‎Intel,‎Integrated,,"‎Bluetooth, 802.11ax",‎2,‎10 Hours,‎Lenovo,"‎IdeaPad Flex 5 14""",‎81X1004RUS,‎PC,‎Windows 10 Home,‎3.63 pounds,‎12.66 x 8.56 x 0.82 inches,‎12.66 x 8.56 x 0.82 inches,‎Graphite Grey,‎Intel,‎1,‎DDR4 SDRAM,,‎NVMe,,‎5 Volts,‎1 Lithium Polymer batteries required. (included),‎Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629.88
2743,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 pixels,,‎16,‎2400 MHz,,,,,,,,,‎HP,,,,,‎3.5 pounds,‎9.29 x 0.73 x 14.17 inches,‎9.29 x 0.73 x 14.17 inches,‎Natural Silver,,,‎DDR4 SDRAM,‎16 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.62
2749,‎15.6 Inches,‎1366 x 768,‎1366 x 768 Pixels,‎1.2 GHz core_i3_family,‎4 GB LPDDR4,‎2666 MHz,‎128 GB SSD,‎Intel UHD Graphics 600,‎Intel,‎Integrated,‎4 GB,‎802.11ac,‎1,‎75 Hours,‎Lenovo,‎Lenovo Ideapad,‎Lenovo IdeaPad 3,‎PC,‎Windows 10,‎4.1 pounds,‎13 x 8 x 0.76 inches,‎13 x 8 x 0.76 inches,‎Almond,‎Intel,‎2,‎DDR4 SDRAM,‎256 GB,‎Solid State,‎No Optical Drive,‎5 Volts,‎1 Lithium Ion batteries required. (included),,‎1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.0
2750,‎11 Inches,‎1366 x 768 pixels,‎1366x768 Pixels,‎2.8 GHz celeron_n4020,‎64 GB LPDDR4,‎1866 MHz,‎64 GB SSD,‎Integrated,‎Intel,‎Integrated,‎4 GB,‎802.11ac,‎1,‎10 Hours,‎Lenovo,‎Lenovo,‎Flex 3,‎PC,‎Chrome OS,‎3 pounds,‎11.42 x 8.18 x 0.7 inches,‎11.42 x 8.18 x 0.7 inches,‎N4020,‎Intel,‎2,‎DDR4 SDRAM,,‎Solid State,‎BD-R,‎7.7 Volts,‎1 Lithium Ion batteries required. (included),‎Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.0
2752,‎14 Inches,‎1920 x 1080 pixels,‎1920 x 1080 Pixels,‎4.1 GHz core_i3,‎8 GB DDR4,‎2666 MHz,‎512 GB SSD,‎Intel UHD Graphics,‎Intel,‎Integrated,,‎802.11ax,,‎14 Hours,‎Lenovo,‎Lenovo IdeaPad,‎‎81X700,‎PC,‎Windows 11 S,‎3.5 pounds,‎12.88 x 9.49 x 0.78 inches,‎12.88 x 9.49 x 0.78 inches,‎Gray,‎Intel,‎4,‎DDR4 SDRAM,‎512 GB,‎Solid State,,,‎1 Lithium Ion batteries required.,‎Battery Powered,,‎5400,,‎720 Pixels,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.0
2753,‎14 Inches,‎1920 x 1080,‎1920 x 1080,‎2.6 GHz core_i5,‎16 GB DDR4,‎2.6 GHz,‎256 GB SSD,‎Intel Iris Xe Graphics,‎Intel,‎Integrated,,‎Bluetooth,‎1,,‎Dell,‎Latitude 7420,‎7420,‎PC,‎Windows 10 Pro,‎2.69 pounds,‎15.3 x 13.3 x 3 inches,‎15.3 x 13.3 x 3 inches,,‎Intel,‎1,‎DDR4 SDRAM,,‎Thunderbolt,‎No Optical Drive,‎240 Volts,‎1 Lithium Ion batteries required.,‎Battery Powered,‎1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.0
2758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2759,‎15.6 Inches,‎1920x1080,‎1920 x 1080 Pixels,‎8032,,‎2 MHz,‎SSD,‎Intel UHD Graphics 620,‎inte,‎Integrated,‎128 GB,‎802.11ac,,,‎Dell,‎Latitude 5500,‎2J9V0,‎PC,‎Windows 10,‎4.01 pounds,‎2 x 4 x 8 inches,‎2 x 4 x 8 inches,,‎Intel,‎1,‎Unknown,‎256 GB,‎Unknown,,‎220 Volts (AC),‎1 Lithium Ion batteries required. (included),‎AC & Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.0
2760,‎15.6 Inches,,‎1920 x 1080 Pixels,‎3.1 GHz core_i5,‎8 GB DDR5,‎4.5 GHz,‎512 GB SSD,‎NVIDIA GeForce RTX 3050,‎NVIDIA,‎Dedicated,‎8 GB,‎802.11ax,‎1,,‎Dell,‎Dell G15,‎G5520-5440BLK-PUS,‎PC,‎Windows 11 Home,‎5.6 pounds,‎14.06 x 10.74 x 1.06 inches,‎14.06 x 10.74 x 1.06 inches,‎Black,‎Intel,‎12,‎DDR5 SDRAM,‎512 GB,‎Solid State,‎BD-R,,‎1 Lithium Ion batteries required. (included),,‎1,,,‎0.92 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.0
2761,‎15.6 Inches,,‎1920 x 1080 Pixels,‎3.1 GHz core_i5,‎8 GB DDR5,‎4.5 GHz,‎512 GB SSD,‎NVIDIA GeForce RTX 3050,‎NVIDIA,‎Dedicated,‎8 GB,‎802.11ax,‎1,,‎Dell,‎Dell G15,‎G5520-5440BLK-PUS,‎PC,‎Windows 11 Home,‎5.6 pounds,‎14.06 x 10.74 x 1.06 inches,‎14.06 x 10.74 x 1.06 inches,‎Black,‎Intel,‎12,‎DDR5 SDRAM,‎512 GB,‎Solid State,‎BD-R,,‎1 Lithium Ion batteries required. (included),,‎1,,,‎0.92 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.0
2762,‎15.6 Inches,‎1366 x 768 pixels,‎1366x768 Pixels,‎1.2 GHz core_i3_1005g1,‎8 DDR,‎3.4 GHz,‎256 GB SSD,‎Intel UHD Graphics,‎Allwinner,‎Dedicated,‎8 GB,‎802.11ac,,,‎HP,‎7PL17UA#ABL,‎7PL17UA#ABL,‎PC,‎Windows 10 Home,‎3.74 pounds,‎14.11 x 9.53 x 0.71 inches,‎14.11 x 9.53 x 0.71 inches,‎Silver/Black,‎Intel,‎2,‎DDR4 SDRAM,‎8,‎Solid State,‎BD-R,‎5 Volts,‎1 Lithium Ion batteries required.,‎Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.99
2766,‎15.6 Inches,‎1920x1080,‎1920 x 1080 Pixels,‎2.8 GHz intel_core_i7_1165g7,‎16 GB LPDDR4X,‎2.8 GHz,‎1 TB SSD,‎Intel Iris Xe Graphics,‎Intel,‎Integrated,‎8 GB,‎802.11ax,‎1,,‎SAMSUNG,‎Galaxy Book Pro,‎Galaxy Book,‎PC,‎Windows 10 Home,‎2.31 pounds,‎13.99 x 8.89 x 0.46 inches,‎13.99 x 8.89 x 0.46 inches,‎Mystic Blue,‎Intel,‎4,‎DDR4 SDRAM,,‎Solid State,,‎15 Volts,,‎AC & Battery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999.99
2769,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 Pixels,‎2.9 GHz apple_ci7,‎16 GB DDR4,,‎1 GB SSD,‎Intel Iris Xe Graphics,‎Intel,‎Integrated,,‎Bluetooth,,,‎HP,‎HP Pavilion,‎Pavilion,‎PC,‎Windows 11 Pro,‎3.86 pounds,‎20 x 4 x 14 inches,‎20 x 4 x 14 inches,‎Silver,‎Intel,‎4,‎DDR4 SDRAM,,‎PCIE x 4,,‎45 Volts,‎1 Lithium Ion batteries required. (included),‎Corded Electric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549.0
2770,‎15.6 Inches,‎1920 x 1080 pixels,‎1920x1080 Pixels,‎2.3 GHz ryzen_7,‎16 GB DDR4,‎2666 MHz,‎512 GB SSD,‎NVIDIA® GeForce RTX™ 2060,‎NVIDIA,‎Dedicated,‎4 GB,‎802.11ac,‎1,,‎ASUS,‎TUF,‎FX505DV-ES74,‎PC,‎Windows 10 Home,‎4.85 pounds,‎14.2 x 10.3 x 1 inches,‎14.2 x 10.3 x 1 inches,‎Black,‎Intel,‎4,‎DDR4 SDRAM,‎512 GB,‎Solid State,,‎120 Volts,,,‎1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599.99
2771,‎15.6 Inches,‎1920 x 1080,‎1920x1080 Pixels,‎2.4 GHz core_i5,‎8 GB DDR4,‎3200 MHz,‎256 GB SSD,‎Intel Iris Graphics,‎Intel,‎Integrated,‎8 GB,‎Infrared,,,‎Lenovo,,‎82BJ0001US,‎PC,‎Windows 11,‎4.19 pounds,‎14.23 x 9.83 x 0.76 inches,‎14.23 x 9.83 x 0.76 inches,‎slate grey,‎Intel,‎4,‎DDR3 SDRAM,‎256 GB,‎EIDE,,‎5 Volts,‎1 Lithium Polymer batteries required. (included),‎Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.0
2772,‎14 Inches,‎1920 x 1080 pixels,‎1920 x 1200 Pixels,‎2.7 GHz ryzen_7,‎16 GB DDR5,,‎512 GB SSD,‎Integrated AMD Radeon 680M Graphics,‎AMD,‎Integrated,,‎802.11ax,,,‎Lenovo,‎LENOVO ThinkPad T14s Gen 3,‎LENOVO ThinkPad T14s Gen 3,‎PC,‎Windows 11 Pro,‎2.71 pounds,‎12.5 x 8.93 x 0.65 inches,‎12.5 x 8.93 x 0.65 inches,‎Black,‎AMD,‎8,‎DDR5 SDRAM,,‎Solid State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999.0
2774,‎15.6,‎1920 x 1080 pixels,‎1920_x_1080,‎2 GHz amd_ryzen_7,‎8 GB DDR4,‎2400 MHz,‎256 GB SSD,‎AMD Radeon™ Graphics,‎AMD,‎Integrated,‎8 GB,‎802.11ax,,"‎7.0, 8.0, 5.0 Hours",‎HP,,‎15-ef2127wm,‎PC,‎Windows,‎3.73 pounds,‎4 x 14 x 22 inches,‎4 x 14 x 22 inches,‎Silver,‎AMD,‎6,‎DDR DRAM,,‎Solid State,,‎220 Volts,‎1 Lithium Ion batteries required.,‎Battery Powered,‎1,,,‎5 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.05
2775,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 Pixels,‎3.6 GHz apple_ci5,‎8 GB DDR4,‎3.6 GHz,‎256 GB SSD,‎Intel UHD Graphics,‎Intel,‎Dedicated,,‎Bluetooth,‎2,,‎Dell,‎Dell Inspiron,‎Dell_15_3000,,‎Windows 11,‎5.54 pounds,‎29 x 29 x 29 inches,‎29 x 29 x 29 inches,‎Black,‎Intel,‎4,‎DDR4 SDRAM,‎256 GB,‎Solid State,‎BD-R,‎3.6 Volts,,"‎Corded Electric, Battery Powered",‎1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.99
2776,,,,‎3.2 GHz core_i5,‎8 GB DDR4,‎3.2 GHz,‎256 GB SSD,‎Intel HD Graphics,‎Intel,,,‎Bluetooth,,,‎HP,‎HP ProDesk 400 G3-SFF,‎400 G3-SFF,‎PC,‎Windows 10,‎10.12 pounds,,,‎Black,‎Intel,‎4,‎DIMM,‎256 GB,‎Solid State,,,,,,,,,‎16.77 x 16.5 x 6.77 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,96.69
2779,‎13.3 Inches,‎1920 x 1080 pixels,,‎8032,‎8 GB LPDDR3,‎1.8 GHz,‎256 GB SSD,‎Intel UHD Graphics 620,‎Intel,‎Integrated,,‎Bluetooth,,,‎Dell,‎Dell XPS,‎BBY-P05TRFX,,‎Windows 10 Home,‎5.18 pounds,‎17.6 x 3.2 x 11.5 inches,‎17.6 x 3.2 x 11.5 inches,,‎Intel,‎1,‎Unknown,‎256 GB,‎Unknown,‎no dvd,‎5 Volts,‎1 Lithium Polymer batteries required.,‎Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.0
2780,‎13 Inches,‎3840 x 2160 pixels,‎2160x1440 Pixels,‎4.4 GHz pentium,‎LPDDR5,,‎512 GB SSD,‎Intel Iris,‎Intel,‎Integrated,,,‎2,,‎ONE XPLAYER,‎One-Netbook T1,‎Pentium 8505 (8G+512GB),,‎Windows 11,‎2.15 pounds,‎12 x 0.38 x 8.5 inches,‎12 x 0.38 x 8.5 inches,‎Silver,‎Intel,‎16,,‎512 GB,,,,‎1 Lithium Polymer batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.0
2787,‎11.6 Inches,‎1920 x 1080 pixels,‎1366 x 768 Pixels,‎1.1 GHz mediatek_mt8183,‎4 GB LPDDR3,‎2.16 GHz,‎64 GB SSD,‎MediaTek Graphics,‎MediaTek,‎Integrated,‎4 GB,‎802.11ac,‎1,‎10 Hours,‎Lenovo,‎Lenovo,‎Lenovo,‎PC,‎Chrome OS,‎2.42 pounds,‎14.11 x 9.27 x 0.91 inches,‎14.11 x 9.27 x 0.91 inches,‎Black,‎MediaTek,‎2,‎DDR4 SDRAM,‎32 GB,‎Solid State,‎No Optical Drive,‎7.7 Volts,‎1 Lithium Metal batteries required. (included),‎AC & Battery,‎1,‎7200.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.0
2788,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 Pixels,‎core_i5,‎8 GB DDR4,,‎1 TB SSD,‎Intel HD Graphics 620,‎NVIDIA,‎Integrated,‎8 GB,‎Bluetooth,,,‎dell,"‎Inspiron 15.6"" Touch-Screen Laptop - Intel Core i3-7100U , 8GB Memory 1TB Hard Drive,DVD-RW,Windows 10-Black",‎T8TJG,,‎Windows 10,‎5.84 pounds,‎10.8 x 15.2 x 1 inches,‎10.8 x 15.2 x 1 inches,‎Black,‎Intel,‎4,‎DDR SDRAM,‎256 GB,‎SATA 3 GB/s,,‎240 Volts,‎1 Lithium Ion batteries required.,,‎1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599.0
2789,‎17.3 Inches,‎1920 x 1080 pixels,‎1920 x 1080 Pixels,‎4.6 GHz core_i5,‎20 GB DDR4,‎2400 MHz,‎1 TB SSD,‎Intel Iris Xe Graphics,‎Intel,‎Integrated,‎20 GB,‎802.11a/b/g/n/ac,‎2,,‎HP,‎‎HP Flagship 17 Laptop,‎‎HP Flagship 17 Laptop,,‎Windows 11 Home,‎4.6 pounds,‎15.78 x 0.78 x 10.15 inches,‎15.78 x 0.78 x 10.15 inches,‎Silver,‎Intel,‎10,‎DDR4 SDRAM,,‎Solid State,‎No Optical Drive,‎240 Volts,‎1 Lithium Ion batteries required.,,,,,‎720 Pixels,,,,,,,,,,,,,,,,,,,,,,,,,,,,549.0
2790,‎15.6 Inches,‎1920 x 1080 pixels,‎1920x1080 Pixels,‎3.4 GHz Intel_Mobile_CPU,‎16 GB DDR4,,‎512 GB M.2 2280 Solid State Drive,‎Intel UHD Graphics Up to 1200MHz,‎Intel,‎Intel UHD Graphics 1200MHz Integrated,,"‎5 GHz Radio Frequency, 802.11a/b/g/n/ac, 2.4 GHz Radio Frequency",‎2,‎8 Hours,‎ACEMAGIC,‎AX15,‎AX15,‎PC,‎Windows 11,‎3.74 pounds,‎14.07 x 9 x 0.66 inches,‎14.07 x 9 x 0.66 inches,‎Grey,‎Intel,‎4,‎DDR4 SDRAM,,‎Serial ATA-600,,‎220 Volts,‎1 Lithium Ion batteries required. (included),‎Battery Powered,‎1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499.99
2792,‎15.6 Inches,‎1920 x 1080 pixels,‎1920x1080 Pixels,‎4.3 GHz ryzen_5,‎8 GB DDR5,,‎512 GB SSD,‎AMD Radeon,‎AMD,‎Integrated,,"‎Bluetooth, 802.11ax",‎3,,‎acer,‎Acer Aspire 3 Laptop,‎Acer Aspire 3 Laptop,,‎Windows 11 Home,‎3.92 pounds,‎12.94 x 0.7 x 8.8 inches,‎12.94 x 0.7 x 8.8 inches,‎Blue,‎AMD,‎4,‎DDR5 RAM,,‎Solid State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.0
2793,‎15.6 Inches,‎1920 x 1080 pixels,‎1920x1080 Pixels,‎4.3 GHz ryzen_5,‎8 GB DDR5,,‎512 GB SSD,‎AMD Radeon,‎AMD,‎Integrated,,"‎Bluetooth, 802.11ax",‎3,,‎acer,‎Acer Aspire 3 Laptop,‎Acer Aspire 3 Laptop,,‎Windows 11 Home,‎3.92 pounds,‎12.94 x 0.7 x 8.8 inches,‎12.94 x 0.7 x 8.8 inches,‎Blue,‎AMD,‎4,‎DDR5 RAM,,‎Solid State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.0
2795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0
2796,‎11.6 Inches,‎1366 x 768 pixels,‎1920 x 1080 Pixels,‎1.6 GHz intel_core_2_quad,‎4 GB DDR3L,‎1.6 GHz,‎32 GB SSD,‎Intel HD Graphics,‎Intel,‎Integrated,‎2 MB,‎802.11ac,‎1,‎10 Hours,‎Acer,‎R11,‎R11,‎PC,‎Chrome OS,‎2.8 pounds,‎11.57 x 8.03 x 0.76 inches,‎11.57 x 8.03 x 0.76 inches,‎11.6,‎Intel,‎4,‎DDR3 SDRAM,‎32 GB,‎Solid State,‎No Optical Drive,‎3.6 Volts,‎1 Lithium Polymer batteries required. (included),‎Battery Powered,‎1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.0
2797,‎13.3 Inches,‎1920x1080,‎1920x1080,‎4.6 GHz core_i7_family,‎8 GB DDR3,‎2133 MHz,‎256 GB SSD,‎NVIDIA GeForce GTX 1070 OC with 8GB GDDR5,‎Intel,‎Integrated,,‎802.11ac,‎3,,‎Dell,‎Dell XPS 13 9380,‎XPS9380-7960SLV-PUS,‎PC,‎Windows 10 Pro,‎5.19 pounds,‎7.83 x 11.88 x 0.46 inches,‎7.83 x 11.88 x 0.46 inches,,‎Intel,‎4,‎DDR4 SDRAM,‎8,‎Solid State,‎No Optical Drive,,,,,‎5400 RPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474.99
2798,‎14 Inches,‎1366 x 768 pixels,"‎14"" Pixels",‎2.1 GHz core_i3_1115g4,‎8 GB DDR4,‎4.1 GHz,‎256 GB SSD,‎Intel Core i3,‎Intel,‎Integrated,,‎802.11a,,,‎HP,‎14-dq,‎HP 14-dq2089,‎HP,‎Windows 11 Home,‎4.86 pounds,‎17 x 12 x 3 inches,‎17 x 12 x 3 inches,,‎Intel,‎4,‎DDR4 SDRAM,‎256 GB,‎NVMe,,‎11.1 Volts,‎1 Lithium Ion batteries required. (included),‎Corded Electric,,,,‎720 Pixels,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.99
2804,‎11.6 Inches,‎1366 x 768 pixels,‎1366x768 Pixels,‎1.6 GHz none,‎4 GB DDR3,‎1.6 GHz,‎16 GB Emmc,‎Intel HD Graphics 400,‎Intel,‎Integrated,‎4 GB,‎802.11ac,‎1,‎12.3 Hours,‎HP,‎Chromebook,‎11-v010nr,‎Unknown,‎Chrome OS,‎2.51 pounds,‎8.07 x 11.26 x 0.72 inches,‎8.07 x 11.26 x 0.72 inches,‎Black,‎Intel,‎2,‎Unknown,‎16,‎Unknown,‎No Optical Drive,‎24 Volts,‎1 Lithium Metal batteries required. (included),,‎1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.49
2808,‎14 Inches,‎1920 x 1080,‎1920 x 1080,‎3 GHz core_i7,‎16 GB DDR4,,‎256 GB SSD,‎Intel Iris Xe Graphics,‎Intel,‎Integrated,,‎Bluetooth,‎1,,‎Dell,‎Latitude 5420,‎5420,,‎Windows 10 Pro,‎6.5 ounces,‎23.62 x 7.87 x 18.11 inches,‎23.62 x 7.87 x 18.11 inches,,‎Intel,‎1,‎DDR4 SDRAM,‎0.01,‎Thunderbolt,‎No Optical Drive,‎240 Volts,‎1 Lithium Ion batteries required.,‎Battery Powered,‎1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0
2809,‎14 Inches,‎1920 x 1080,‎1920 x 1080,‎3 GHz core_i7,‎16 GB DDR4,,‎256 GB SSD,‎Intel Iris Xe Graphics,‎Intel,‎Integrated,,‎Bluetooth,‎1,,‎Dell,‎Latitude 5420,‎5420,,‎Windows 10 Pro,‎6.5 ounces,‎23.62 x 7.87 x 18.11 inches,‎23.62 x 7.87 x 18.11 inches,,‎Intel,‎1,‎DDR4 SDRAM,‎0.01,‎Thunderbolt,‎No Optical Drive,‎240 Volts,‎1 Lithium Ion batteries required.,‎Battery Powered,‎1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0
2811,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 Pixels,‎3 GHz apple_ci3,‎8 GB DDR4,‎2666 GHz,‎256 GB SSD,‎Intel UHD Graphics,‎Intel,‎Integrated,,"‎Bluetooth, 802.11a",,,‎Lenovo,‎IdeaPad,‎IdeaPad,‎PC,‎Windows 11,‎3.74 pounds,‎0.78 x 9.98 x 14.26 inches,‎0.78 x 9.98 x 14.26 inches,‎Gold,‎Intel,‎2,‎DDR4 SDRAM,‎256 GB,‎PCIE x 4,,‎3.7 Volts,‎1 Lithium Ion batteries required.,"‎Corded Electric, Battery Powered",,‎5400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429.0
2814,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 Pixels,‎4 GHz ryzen_5,‎8 GB DDR4,,‎256 GB SSD,‎‎NVIDIA GeForce GTX 1650 Ti,‎NVIDIA,‎Dedicated,‎4 GB,‎802.11ax,,,‎Lenovo,‎Legion 5,‎Legion 5,‎PC,‎‎Windows 10 Home,‎5.5 pounds,‎14.3 x 10.22 x 0.87 inches,‎14.3 x 10.22 x 0.87 inches,‎Black,‎AMD,‎6,‎DDR4 SDRAM,‎256 GB,‎Solid State,,‎230 Volts,‎1 Lithium Polymer batteries required. (included),‎Battery Powered,,‎7200 RPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,789.0
2820,‎14 Inches,‎1920 x 1080,‎1920 x 1080 Pixels,‎core_i5,‎8 GB DDR4,,‎256 GB Solid State Hard Drive,,‎Intel,‎Integrated,,‎Bluetooth,,‎4 Hours,‎HP,‎HP ProBook,‎2V8F7UT#ABA,,‎Windows 10 Pro,‎3.04 pounds,‎12.9 x 8.3 x 0.7 inches,‎12.9 x 8.3 x 0.7 inches,,‎Intel,‎4,‎DDR4 SDRAM,‎256 GB,‎USB,,‎12 Volts,,‎Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599.99
2823,‎14 Inches,‎1920 x 1080 pixels,‎1920 x 1080 Pixels,‎2.8 GHz ryzen_7,‎4096 DDR4,‎2400 MHz,‎1024 GB SSD,‎Intel,‎AMD,‎Integrated,,‎Bluetooth,,,‎ASUS,‎ROG Zephyrus,‎GA401QM-G14.R73060,‎PC,‎Windows 11,‎3.53 pounds,‎12.76 x 8.74 x 0.7 inches,‎12.76 x 8.74 x 0.7 inches,‎White,‎AMD,‎8,‎DDR4 SDRAM,‎1 TB,‎Solid State,,,‎1 Lithium Ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1149.99
2824,‎17.3 Inches,‎1920 x 1080 pixels,‎1920x1080 Pixels,‎4.6 GHz core_i5,‎16 DDR4,,‎1 TB SSD,‎Intel Iris Xe Graphics,‎Intel,‎Integrated,,‎802.11ax,‎3,,‎HP,‎HP Laptop,,,‎Windows 11 Home,‎4.62 pounds,‎15.78 x 0.78 x 10.15 inches,‎15.78 x 0.78 x 10.15 inches,‎Silver,‎Intel,‎10,‎DDR4 SDRAM,,‎NVMe,‎No Optical Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,779.99
2827,‎14 Inches,‎1920 x 1080 pixels,‎1920 x 1080 Pixels,‎1.6 GHz mediatek_mt8183,‎4 GB DDR4,‎2400 MHz,‎64 GB Emmc,‎NVIDIA,‎NVIDIA,‎Integrated,‎4 GB,‎Bluetooth,‎1,‎10 Hours,‎Lenovo,‎chrome book,‎14M836 / 82KN0001US,‎Chromebook,‎Chrome OS,‎4.33 pounds,,,‎arctic grey,‎MediaTek,‎8,‎Unknown,‎64 GB,‎Unknown,,,,,‎1,,,,‎17.87 x 11.22 x 2.87 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,249.49
2830,‎15.6 Inches,‎1920 x 1080 pixels,‎1920 x 1080 Pixels,‎4.1 GHz core_i7_8750h,‎16 GB DDR4,‎2666 MHz,‎1000 GB 128GB PCIe M.2 SSD + 1TB (+8GB SSHD) Hybrid Drive,‎NVIDIA GeForce GTX 1060,‎NVIDIA,‎Dedicated,‎6 GB,‎802.11a/b/g/n,‎3,,‎Alienware,‎AWm15-7830SLV-PUS,‎AWM15-7830SLV-PUS,,‎Windows 10 Home,‎4.8 pounds,‎10.8 x 14.3 x 0.8 inches,‎10.8 x 14.3 x 0.8 inches,,‎Intel,‎6,‎DDR4 SDRAM,‎16,‎Solid State,‎No Optical Drive,‎240 Volts,‎1 Lithium Metal batteries required. (included),,,‎5400 RPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459.99
2837,‎13.5 Inches,‎2560 x 1600 pixels,‎1366 x 768,‎2.1 GHz core_i7,‎16 GB LPDDR4X,‎4267 MHz,‎1 TB solid_state_drive,‎Intel Iris,‎Intel,‎Integrated,,"‎Bluetooth, 802.11ax",,,‎Lenovo,‎Lenovo Thinkpad,‎X1 Titanium Yoga,‎Windows,‎Windows 10 Pro,,‎9.2 x 0.45 x 11.7 inches,‎9.2 x 0.45 x 11.7 inches,‎Titanium,‎Intel,,‎DDR3L-1600 SDRAM,‎16 GB,‎PCIE x 4,,‎7.6 Volts,,‎Battery Powered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599.99
